Domestic,TripReason,Vehicle,LogPrice,LogLeadTime,TimeOfDay,From_Rate,To_Rate,Route_Rate,User_Rate
1,0,1,11.156250521031495,3.0382330359323975,2,0.06537603949534158,0.14974230015187923,0.03033965249902823,0.13773065167352175
1,0,1,14.255699102130825,2.155499960425735,0,0.16544028676247094,0.14969931713017282,0.18531180894007684,0.11477554306126812
1,1,0,14.739769459487606,0.03308125660652035,1,0.14293223542897673,0.1455289760138955,0.14734802516022222,0.11477554306126812
1,1,1,12.537173338349476,1.3425215110282407,0,0.14293223542897673,0.1703567106300063,0.09627212906334448,0.08608165729595109
1,1,0,13.017002861746503,1.175383221857181,0,0.14374209194913254,0.12430287793599555,0.14440819359501672,0.13773065167352175
1,1,1,13.985253332551368,2.5000147274938564,1,0.14293223542897673,0.12888111760123594,0.15400294260525949,0.13773065167352175
1,1,0,14.739769459487606,0.8063282183521806,2,0.1065704742436525,0.14974230015187923,0.12372785206521168,0.11477554306126812
1,0,1,14.357544108854459,1.8883883936545895,1,0.12508544036484537,0.14971349215343616,0.10295713852411915,0.13773065167352175
1,1,0,14.149479664367368,2.016462401298087,3,0.10268013719442562,0.14974230015187923,0.1373889159643723,0.13773065167352175
1,0,0,14.077874822431765,0.6763895372437615,2,0.1315742705974605,0.15857826083062426,0.13701459603501034,0.13773065167352175
1,1,2,16.103185038222566,2.4111851649932596,2,0.1315742705974605,0.18675352804670362,0.1696211710224645,0.13773065167352175
1,1,0,14.20077295875492,0.42513743915290275,1,0.14293223542897673,0.11966474073120437,0.16520602996113354,0.08608165729595109
1,1,1,13.582316670796564,1.2119180563569065,2,0.14293223542897673,0.18563267849904627,0.19182043444901448,0.15815607402162404
1,1,0,13.9108207377686,0.1843001825131482,2,0.1065704742436525,0.14858165729595108,0.13905974198038648,0.13773065167352175
1,0,0,14.328334184392938,0.5834862146432094,1,0.11930173897646822,0.13958726754816553,0.10594665513347826,0.13773065167352175
1,1,0,14.077874822431765,0.29155457331265994,3,0.1315742705974605,0.14858478753803459,0.09106712736110077,0.11477554306126812
1,0,1,15.717618084361195,2.4739001804272647,2,0.1655284390896924,0.14974230015187923,0.1855085818641225,0.28144220972793477
1,0,1,10.596634733096073,1.0320210324811867,1,0.023148008684625503,0.12888111760123594,0.024377106490888804,0.11477554306126812
1,0,0,14.104441849816487,2.1848020833793287,0,0.1065704742436525,0.09905443819730071,0.12520968333956523,0.13773065167352175
1,1,0,13.919870573288517,0.9043773962817128,0,0.14293223542897673,0.19509226066940868,0.19509226066940868,0.13773065167352175
1,1,0,13.028052697933088,1.442716236742539,2,0.15216437773619565,0.10505688185485464,0.13701459603501034,0.24123617976680123
1,1,0,13.997832114758229,2.332784680090483,3,0.09920148321152333,0.14974230015187923,0.12872078901285347,0.26886532583676087
1,1,1,14.71465513100346,2.5686233248854986,0,0.14293223542897673,0.11842621840254249,0.17016963130597124,0.13773065167352175
